"","V1","V2","V3","V4","V5"
"1",0.247828190453924,0.268743550312204,0.24994543999023,0.191894639479696,0.269158213874505
"2",0.203325198286515,0.206544332044509,0.20939860573332,0.116851897422935,0.0557453936760967
"3",-0.150681875337111,-0.136075901705915,-0.160468285659979,-0.0371308709944248,0.159899249965349
"4",0.646338256244959,0.673563002330323,0.66035916564044,0.420920149953817,0.378417177783662
"5",-0.250782221834572,-0.237761080812971,-0.263558670750634,-0.0946589861493345,0.132454873815023
"6",0.74643860274242,0.775248181437379,0.763449550731094,0.478448265108727,0.405861553933987
"7",20,40,60,90,120
"8",-20,-40,-60,-90,-120
"9",0.0225876053506117,0.0445537877783535,0.0597979066264511,0.087448342087051,0.0958932970223272
